ID,Set,Description
"WALL, FENCE7",,
"WALL, FENCE8",,
"WALL, FENCE9",,
"WALL, FENCE10",,
"WALL, FENCE11",,
"WALL, FENCE12X",,
"WALL, FENCE13X",,
"WALL, FENCE14",,
"WALL, FENCE15",,
"WALL, FENCE16",,
"WALL, FENCE17","COMPOUND, GEN",leaf + fence - NCP
"WALL, FENCE18",,
"WALL, FENCE19",,
"WALL, FENCE20",,
"WALL, FENCE21X",,
"WALL, FENCE22",,
"WALL, FENCE23",,
DOOR1,"COMPOUND, GEN","An ""ok+en(daβ)"" HOUSE+PLACE compound set -- ZJO"
DOOR2,,
DOOR3,,
DOOR4,"COMPOUND, IND",A HOUSE+HOLE compound set -- ZJO
DOOR6,,
DOOR7,,
DOOR8,,
DOOR9,"COMPOUND, GEN","Apparently an old compound; I suppose, from PTG */ok/ 'house' + */juru/ 'mouth' (/soro/ in Asurini). --SM"
DOOR10,"COMPOUND, GEN",A HOUSE+? compound set -- ZJO
DOOR11X,"COMPOUND, GEN",
DOOR12,"COMPOUND, GEN",
HOUSE1,,"An ""o(k)"" set, probably with original classifier-like meaning, hence MANIOC forms -- ZJO"
HOUSE2,"COMPLEX, IND","An ""oga"" set -- ZJO"
HOUSE3,"COMPLEX, MED",o + ɨ(r) complex set. NCP
HOUSE4,"COMPLEX, MED","A complex ""ok+aj"" HOUSE+? set -- ZJO"
HOUSE5,,"A ""pɨɾ"" set -- ZJO"
HOUSE6,,"An ""apɨr"" set -- ZJO"
HOUSE7,,
HOUSE8,LOAN,
HOUSE9,,
HOUSE10,,
HOUSE11,,
HOUSE12,,
VILLAGE1,,
VILLAGE2,"COMPLEX, MED","""eko"" + old circumstantial nominalizer ""-tsaβ"" -- ZJO"
VILLAGE3,,"An ""etam"" set -- ZJO"
VILLAGE4,,
VILLAGE5,,
VILLAGE6,,
"TAMBO, SHELTER1",,
"TAMBO, SHELTER2","COMPOUND, GEN","A ""teyupa"" set -- ZJO
tey (hunting party) + upa (place) (in HAMMOCK). - NCP"
"TAMBO, SHELTER3","COMPOUND, IND",
"TAMBO, SHELTER4",,
"TAMBO, SHELTER5",,
"TAMBO, SHELTER6",,
"TAMBO, SHELTER7",,
"TAMBO, SHELTER8X",,
"TAMBO, SHELTER9X",,
PATIO1,,
PATIO2,,
PATIO3,,"An ""okaɾ"" set.  Note the loss final /ɾ/ in some languages which makes the surface form look like 'house' plus the '-a' suffix -- ZJO"
PATIO4,,
PATIO5,,"A ""tai"" set -- ZJO"
BEACH1,,
BEACH2,,
BEACH3,,
BEACH4,,
PORT1,"COMPOUND, GEN",A CANOE+HOUSE compound set -- ZJO
PORT2,"COMPOUND, MED","A CANOE+PLACE compound set -- ZJO
"
PORT2.5,"COMPLEX, MED","A ""pe+asaβ"" PATH+CROSS(?) complex set; not copied to CROSS b/c wasn't sure of connection -- ZJO"
PORT3,,
PORT4,,
PORT5,,
PORT6,,
PORT7,,
PORT8,"COMPOUND, IND",
PORT9,,
"PATH, ROAD1",,
"PATH, ROAD3",,
"PATH, ROAD4",,
"PATH, ROAD5",,
CHACRA1,,"A ""ko"" set -- ZJO"
CHACRA2,"COMPLEX, IND","A ""kopisaβ"" set -- ZJO"
CHACRA3,,
CHACRA4,,
"CURE, MEDICINE1",,
"CURE, MEDICINE2",,"A ""posaŋ"" set -- ZJO"
"CURE, MEDICINE3",,
"CURE, MEDICINE4",,
"CURE, MEDICINE6",,
"CURE, MEDICINE7X",,
"CURE, MEDICINE8X",,
"CURE, MEDICINE9X",,
WOUND1,,"A ""pereβ"" set -- ZJO"
WOUND2,,
WOUND3,,
WOUND4,,
WOUND5,,
WOUND6,,
WOUND8,,
WOUND9,,
WOUND11,,
WOUND13,,
WOUND14,,
FLUTE1,"COMPLEX, GEN","An ""emi+pɨ"" NOMZ+BLOW complex set -- ZJO"
FLUTE2,,
FLUTE3,,
FLUTE4,,
FLUTE5,,"A ""miʔá"" set -- ZJO"
FLUTE7,,
FLUTE8,,
FLUTE9,,
FLUTE10,,
FLUTE11,,
FLUTE12,,
FLUTE13,,
FLUTE14,,
FLUTE15,,
FLUTE16,,
FLUTE17,,
FLUTE18,,
FAN1,,
FAN3,,
FAN4,,
FAN5,,a pekwa set. - NCP
FAN6,,
FAN8,,
BEAD1,,"A ""poʔɨɾ"" set -- ZJO"
BEAD2,,
BEAD3,,
BEAD4,,
BEAD5,,
BEAD6,,
BEAD7,,
BEAD8,,
BEAD9,,
BEAD10X,,
BROOM1,"COMPLEX, MED","A ""peʔiɾ+saβ"" SWEEP+CIRCUM.NOMZ complex set -- ZJO"
BROOM2,"COMPOUND, MED","An ""ɨtɨ+peʔiɾ+saβ"" TRASH+SWEEP+CIRCUM.NOMZ compound/complex set -- ZJO"
BROOM3,,
BROOM4,,
BROOM5,,
BROOM6,,
BROOM7,,
DIGGING STICK1,,
DIGGING STICK2,,
DIGGING STICK3,,
DIGGING STICK4,,
DIGGING STICK5,,
DIGGING STICK6,,
DIGGING STICK7,,
DIGGING STICK8,,
DIGGING STICK9,,
PADDLE (N)1,,
PADDLE (N)2,,
PADDLE (N)3,,
PADDLE (N)4,,
PADDLE (N)6,,
PADDLE (N)7,"COMPOUND, GEN","""That which encounters the water"" -- ZJO"
PADDLE (N)8,,
PADDLE (N)9,,
CLOTH1,,"An ""aʔoβ"" set -- ZJO"
CLOTH2,,"An ""ɨɾu"" set -- ZJO"
CLOTH3,,
CLOTH4X,,
CLOTH5X,,
CLOTH6,,
CLOTH7,,
CLOTH8X,,
CLOTH9,,
CLOTH10,,
CLOTH11,LOAN,
CLOTH12,,
CLOTH13,,
CLOTH14X,,
CLOTH15X,,
CLOTH16X,LOAN,
CLOTH17,LOAN,
GARBAGE1,,
GARBAGE2,,
GARBAGE3X,,
FIREWOOD1,,"This is a ""kaʔi"" set -- ZJO"
FIREWOOD2,,"This is a ""aki"" set maybe w/palatalization -- ZJO"
FIREWOOD3,,"A ""jepeʔaβ"" set -- ZJO"
FIREWOOD4,,
FIREWOOD5,,
GRINDSTONE1,"COMPOUND, GEN","An ""itá+kɨɾɨk/kɨtɨk"" compound set; forms only copied to STONE b/c impossible to tell which of the latter two verbs it should be copied to, b/c all forms here lacking final syllable -- ZJO"
GRINDSTONE2,,
MORTAR1,,"An ""aŋɡuʔá"" set -- ZJO"
MORTAR2,,
PESTLE1,,
PESTLE2,,
PESTLE3,,
PESTLE4,,
PESTLE5,"COMPOUND, GEN",mortar + husband - NCP
PESTLE6,,
PESTLE7,"COMPOUND, GEN",
PESTLE8,,
FISHING NET1,,this is a pɨsa set. Items with reflexes of pira (fish) have been moved out. -- NCP
FISHING NET2,,
FISHING NET3,,
FISHING NET4,,
FISHING NET5,,
FISHING NET6,,
FISHING NET7,,
POISON1,,
POISON2,,
POISON3,,
POISON4,,
POISON5,,
POISON6,,
POISON7,,
POISON8,,
POISON9,,
POISON10,,
POISON11,,
POISON12,,
FISH POISON1,"COMPOUND, GEN","A ""tiŋ+pó"" WHITE+FIBER compound set (credit to NCP) -- ZJO"
FISH POISON2,"COMPOUND, GEN","A ""tiŋ+ɨ"" WHITE+WATER compound set (credit to NCP) -- ZJO"
FISH POISON2.5,"COMPOUND, GEN","""tiŋ+ɨ+jar"", based on FISH POISON 2 -- ZJO"
FISH POISON3,,
FISH POISON4,,
FISH POISON5X,,
FISH POISON6,,
FISH POISON7,,
FISH POISON8,,
FISH POISON9,,
FISH POISON10,,
FISH HOOK3,,"A ""pinda"" set -- ZJO"
FISH HOOK4,,
FISH HOOK5,,
FISH HOOK6,,
FISH HOOK7,,
FISH HOOK8,"COMPOUND, GEN",fish+ swallow+ nominalizer NCP
FISH HOOK9,,
FISH HOOK10,,
FISH HOOK11,,
FISH HOOK12.5,,
FISH HOOK13X,,
SPEAR1,,
SPEAR2,,
SPEAR3,,
SPEAR4,,"A ""min"" set -- ZJO"
SPEAR5,"COMPLEX, GEN","An ""emi+puku"" NOMZ+LONG complex set -- ZJO"
SPEAR6,"COMPOUND, GEN","An ""ita+emi+puku"" STONE+NOMZ+LONG compound set -- ZJO"
SPEAR7,,
SPEAR8,"COMPOUND, IND",add to cognate chart and color yellow. - NCP
SPEAR9,,
SPEAR10,,
AXE1,,"A ""yɨ"" set -- ZJO."
AXE2,,
AXE3,,
AXE4,"COMPOUND, MED","An ""itá+jɨ"" STONE+AXE compound set -- ZJO"
AXE5,,
AXE6,,
AXE7,,
AXE8,LOAN,
AXE9,LOAN,
AXE10,,
AXE11,,
BOW1,"COMPOUND, GEN","An older ""(β)ɨɾá+apaɾ"" STICK+BENT compound set; see BOW2.  All forms copied to BENT -- ZJO
"
BOW2,"COMPOUND, IND","An ""[ɨβ+(β)ɨɾá]+apaɾ"" [TREE.COMP]+BENT compound set that was later innovated in many langauges; see BOW1.  All forms copied to BENT -- ZJO"
BOW3,,
BOW4X,,
BOW5,,
BOW6,,
BOW7X,"COMPOUND, GEN",compound yvyrapar + ham bow + rope - NCP
ARROW1,,"An 'uʔuβ"" set -- ZJO"
ARROW2,,
ARROW3,,"could this be related to bow1? - NCP
leave it here for now"
ARROW4,,
ARROW5,,
ARROW7X,,
ARROW8X,,
ARROW9X,,
ARROW10X,,
ARROW11X,,
ARROW12,,
KNIFE1,,
KNIFE2,,
KNIFE3,,
KNIFE4,,
KNIFE5,,
CUP1,,
CUP2,"COMPOUND, MED","A ""ka+waβ"" compound set, probably a 'cauim cup' -- ZJO"
CUP3,"COMPOUND, MED","An ""ɨ+waβ"" compound set, probably a 'water cup' -- ZJO"
CUP4,,"A general ""waβ"" set -- ZJO"
CUP5,,
CUP6,,
CUP7, ,
CUP8,,
CUP9,,
CUP10,,
CUP11,LOAN,
CUP12,LOAN,
CUP13,,
CROCK1,,
CROCK2,,
CROCK3,,
CROCK4,,
CROCK5,,
CROCK6,,
CROCK7,,
CROCK8,,
CROCK9X,,
CROCK12X,,
CROCK13,,
CROCK14,,
POT1,,"""jãʔe"" set -- ZJO"
POT2,"COMPOUND, GEN","A ""jaʔẽ+pepo"" POT+WING compound set -- ZJO

these items should be copied to WING1- NCP"
POT3,,
POT4,,
POT5,,
POT6,,
POT7,,
POT7.5,,
POT9,,
POT10,,"A ""jaʔã"" set -- ZJO"
POT11,,
POT12,LOAN,
POT13,,
POT14,,
POT15,,
POT16X,,
POT17X,,
POT18,LOAN,
POT19X,LOAN,
POT20X,LOAN,
POT21X,LOAN,
POT22X,LOAN,
POT23X,LOAN,
POT24X,LOAN,
POT25,LOAN,
POT26,LOAN,
SIEVE1,"COMPOUND, GEN","SIEVE1 appears to be an old compound involving cognates in CLOTH2, which likely meant something like SACK, even though in many languages it's come to mean BASKET. -- ZJO
compound of ɨru (probably container)  + pem (weave) 
"
SIEVE2,,
SIEVE3,,
SIEVE4,,
SIEVE5,,
SIEVE6,,
SIEVE7,,
SIEVE8,COMPLEX,A '?+haw' MUWEWE+CIRM.NMLZ set - WNS
BASKET1,,"a ""panakũ"" set -- VMW"
BASKET2,,
BASKET3X,,
BASKET4X,,
BASKET5,,
BASKET6,,"A ""kuɾu"" set -- ZJO"
BASKET7,,"a ""tupe/tope"" set -- ZJO"
BASKET8,,
BASKET9,,
BASKET10,,
BASKET11,,
BASKET12X,"COMPOUND, GEN","An ""uɾusãkã"" compound, which I left here in addition to copying these forms up to CLOTH2, because other BASKET roots 'uru' were moved entirely up to CLOTH2 -- ZJO"
BASKET12.5,,"A ""sãkã"" set -- LDM"
BASKET13,,
BASKET14,,
BASKET15X,,
BASKET16,,
BASKET17,,
BASKET18,,
BASKET19,,
BASKET20X,,
BASKET21,,
BASKET22,,
BASKET23,,
BASKET24,,
BASKET25X,,
BASKET26X,,
BASKET27X,,
BASKET28X,,
BASKET29X,,
BASKET30X,,
BASKET31X,,
BASKET32X,,
BASKET33X,,
BASKET34X,,
ROPE1,,"A ""po"" set, originally probably was a classifier-like element meaning 'long slender flexible thing' -- ZJO"
ROPE2,,"A ""sa(m)"" set, that probably originally meant 'rope' -- ZJO."
ROPE3,"COMPOUND, MED","A ""tuku+po"" CHAMBIRA+FIBER compound set -- ZJO."
ROPE4,"COMPOUND, MED","A ""tupa+sam"" ?+ROPE compound set -- ZJO"
ROPE5,,"An ""ɨβiɾ"" set, likely a compound, meaning 'fiber' -- ZJO"
ROPE6,,
ROPE7,,
ROPE8,,
ROPE9,,
ROPE10,,
ROPE11,,
ROPE12X,,
ROPE13,"COMPOUND, MED",A 'kyhà+hàm' HAMMOCK+ROPE compound set - WNS
THREAD1,"COMPOUND, GEN","An ""inĩ+po"" HAMMOCK+ROPE compound set -- ZJO"
THREAD1.5,,
THREAD3X,,
THREAD4X,"COMPOUND, IND","a ""pina+ijam"" FISHHOOK+LINE set -- ZJO"
THREAD5X,,
THREAD6X,,
RATTLE1,,
RATTLE4,,
RATTLE5,,
RATTLE6X,,
RATTLE7X,,
RATTLE8,,
RATTLE9,,
RATTLE10,,
THORN1,,"a ""jua"" set - VMW"
THORN2,"COMPOUND, IND","A ""ju+atĩ"" THORN+HORN compound set; copied to HORN b/c of latter -- ZJO"
THORN3,,
THORN4,,
THORN5X,,means needle - NCP
THORN6,,
PAIN1,,"An ""asɨ"" set -- ZJO"
PAIN2,,
PAIN3X,,
PAIN4,,
PAIN5X,,
PAIN6,,
PAIN7X,,
PAIN8X,,
PAIN9X,,
WORK(N)1,,
WORK(N)2X,,
WORK(N)4,,
WORK(N)5,COMPLEX,
AMOUNT3,,"A ""potaβ"" set -- ZJO"
AMOUNT4,,
AMOUNT5,,
AMOUNT6,,
AMOUNT7X,,
BEGINNING1,,"An ""ɨpɨ"" set -- ZJO"
THING1,,
THING2X,,"A ""maɾã"" set that seems to have been a general question particle that is probably attested in more languages than reflected here -- ZJO

I think this should get out completely. We can either keep it with an X and a different heading so we have the cognate set, but it  shouldn't be with thing. How did it come to be with thing anyway? 
NCP

This cell was brown (has been deep drilled)"
THING3X,,
THING5,,
THING6X,,
THING7X,,
THING8,,
NAME1,,
NAME2,,
NAME3X,,
NAME4,,
STORY1,,
STORY2,,
STORY3,,
STORY4,,
STORY6,,
STORY8,,
STORY9X,,
STORY13,,
STORY14,,
STORY15X,,
STORY16,LOAN,
GOOD1,,"A ""katu"" set -- ZJO"
GOOD2,,"A ""poɾaŋ"" set -- ZJO"
GOOD3,,
GOOD4,,"A ""(k)aβi"" set -- ZJO"
GOOD5,,
GOOD6,,
GOOD6.25,,
GOOD7,,
GOOD8,,
GOOD9,,
GOOD10X,,
GOOD12,,
GOOD13,,
GOOD14,,
GOOD15X,,
GOOD16,,
GOOD17,,
GOOD18X,,
GOOD19,,
GOOD21,,
GOOD22,,
UGLY1,,
UGLY2,"COMPOUND, IND",a 'napora' set
UGLY4,,
UGLY5,,a 'ñaro' set
UGLY6,,
UGLY7,,
UGLY8,,
UGLY9,,
UGLY10X,,
UGLY11,,
UGLY12,,
UGLY13,,
UGLY14,,
UGLY17,,
UGLY18,,
UGLY19,,
UGLY20,,
BAD1,,"An ""asej"" set (cf. OOMG form) -- ZJO"
BAD2,,
BAD3,,"An ""aʔiβ"" set -- ZJO"
BAD4,,"A ""maran"" set -- ZJO"
BAD5,,"A ""tirũa"" set -- ZJO"
BAD6,,
BAD8,,
BAD9,,
BAD10,,
BAD12,,
BAD15,,
BAD16,,
BAD17,,
"BIG, LARGE1FUNCTX",,
"BIG, LARGE2",,"""tuvicha"" set -- VMW"
"BIG, LARGE3",,
"BIG, LARGE4",,
"BIG, LARGE5",,
"BIG, LARGE6",,
"BIG, LARGE7",,
"BIG, LARGE8 ",,
"BIG, LARGE9",,
"BIG, LARGE14",,
"BIG, LARGE15",,
"BIG, LARGE16",,
"BIG, LARGE17",,
"BIG, LARGE18",,
"BIG, LARGE19",,
"BIG, LARGE20",,
"BIG, LARGE21",,
"BIG, LARGE22",,
"BIG, LARGE24",,
"BIG, LARGE25",,
SMALL0.5FUNCTX,,
SMALL1,,
SMALL2,,
SMALL3,,
SMALL4,LOAN,"Probably a Kokama loan, cf. <chura> + =nani with reduction; /ʃuɾa/ actual cognate survives under different meaning, cf. UNRIPE -- ZJO"
SMALL6,,
SMALL7,,
SMALL8,,
SMALL9,,
SMALL10,,
SMALL12,,
SMALL13,,"same with nephew1? - NCP
Noé : it's ""son of"", this is a specific construction for star, but not related with the idea of small."
SMALL14,,
SMALL16,,
SMALL17,,
SMALL18,,
SMALL19,,
SMALL20,,
SMALL21,,
SMALL22,,
SMALL23,,
SMALL24,,
FAT1,,
FAT2,,
FAT3,,
FAT4,,
FAT6X,,
FAT7,,
NARROW1,,"A ""poʔi"" set -- ZJO"
NARROW2,,
NARROW3,,"A ""kaʔi"" set -- ZJO."
NARROW3.5,"COMPLEX, MED",
NARROW4,,
NARROW5,,
NARROW7,,
NARROW8,,
NARROW9,,
NARROW11,,
NARROW12,,
NARROW14,,
NARROW15,,
NARROW16,,
NARROW17,,
"SKINNY, THIN2",,
"SKINNY, THIN3",,
"SKINNY, THIN4",,
"SKINNY, THIN5",,
"SKINNY, THIN5.5",,
"SKINNY, THIN6",,
"SKINNY, THIN7",,
"SKINNY, THIN8",,
"SKINNY, THIN9",,
"SKINNY, THIN10","COMPLEX, IND","An ""oʔo+i"" MEAT+DIM(?) complex set -- ZJO"
"SKINNY, THIN11",,
"SKINNY, THIN12",,
"SKINNY, THIN13X",,
"SKINNY, THIN15",,
"SKINNY, THIN16","COMPOUND, GEN",compound bone + old - NCP
"SKINNY, THIN17",,
"SKINNY, THIN18",,
"SKINNY, THIN19",,
"SKINNY, THIN20",,
"SKINNY, THIN21",,
"SKINNY, THIN22",,
"SKINNY, THIN23",,
"SKINNY, THIN24",,
"SKINNY, THIN25",,
"SKINNY, THIN27",,
"SKINNY, THIN30",,"merge with DRY3?
	-pagouritsa itsnoneofyourbusiness"
"SKINNY, THIN31",,
"SKINNY, THIN32",,
"SKINNY, THIN33X",,
"SKINNY, THIN34",,
"SKINNY, THIN35",,
DIRTY1,,
DIRTY2,,
DIRTY3,,
DIRTY4X,,
DIRTY5,,
DIRTY6,,
DIRTY8,,
DIRTY9,,
DIRTY10,,
DIRTY11,,
DIRTY12,,
DIRTY13X,,
DIRTY14,,
DIRTY15,,
DIRTY16,,
DIRTY17,,
DIRTY18,,
SOIL1X,,
SOIL2X,,
SOIL3X,,
SOIL5X,,
SOIL6X,,
SOIL7X,,
CLEAN1,,
CLEAN3,,
CLEAN4,,
CLEAN5,,"A ""peʔɨβ"" set -- ZJO"
CLEAN6,,
CLEAN7,,
CLEAN8,,
CLEAN9,,
CLEAN10,,
WET1,,"An ""akɨm"" set -- ZJO"
WET2,,
WET3,,
WET4,,
WET5,,
WET6,,ZJO: I think that there should be more cognates for this across the family.
DRY1,,"A ""kaŋ"" set -- ZJO"
DRY2,,"An ""ɨpi"" set -- ZJO"
DRY3,,"A ""piɾu"" set -- ZJO"
DRY4,,"A ""tiniŋ"" set -- ZJO"
DRY5,,
DRY6,,"The catch-all ""tuβ"" set -- ZJO
"
DRY7,,
DRY8,,
DRY9,,
DRY10,,
DRY11,,
DRY13,,
DRY14,,
DRY15,,
DRY17X,,
DRY18X,,
DRY19,,
SLOW1,,
SLOW3,,
SLOW4,,
SLOW5,,
SLOW6,,
SLOW7,"COMPOUND, GEN",foot + heavy - NCP
SLOW8,,
SLOW9,,
SLOW10,,
SLOW11,,
SLOW12,,
FAST1,,
FAST2,"COMPLEX, GEN",compound of ã (unknown element) and puan/kuan (PASS2) - NCP
FAST3,,
FAST5,,"A ""pojaβaβ"" set -- ZJO"
FAST6X,,"Possibly a grammaticalization from *atsɨ 'be painful', akin to uses of Kampa malefactive applicatives to indicate hasty execution of an event and thus poor execution of it -- if an action is done fast, it is ""intensified,"" so to speak, a broader meaning that might then be extended to states -- ZJO

probably more cognates missing. Xed for now. - NCP"
FAST7,,
FAST8X,,
FAST9,,
FAST10,,
FAST12,,
FAST13,,
FAST14,,
FAST15,,
FAST16,,
FAST17,,
FAST18,,
FAST19,,
FAST20,,
FAST21,,
FAST22,,
FAST25,,
FAST26,,
FAST28,,
FAST29,,
FAST30,,
COLD1,,"An ""oʔɨ"" set -- VMW
"
COLD2,,"A ""raj"" set -- ZJO"
COLD3,"COMPLEX, GEN",a complex oʔɨ + sang set. - NCP
COLD4,,
COLD5,,
COLD6,,
HOT1,,
NEW1,,"A ""pɨsasu"" set -- ZJO
----
needs review. consonant correspondeces a bit weird. The anambe and Arawete words are homophonous with bathe. Also, along with the Xingu, tey lack a reflex of the initial p. compare with BATHE1.
	-pagouritsa itsnoneofyourbusiness"
NEW2,,"An ""ɨβɨɾ"" set -- ZJO
it is distinct from ɨwɨrá tree1. but I am not convinced that this has nothing to do with green, young and shoot (young branch). needs more meditating. - NCP"
NEW3,,
NEW4,,
NEW5X,"COMPOUND, GEN",green + grue - NCP
NEW6,,
NEW7,,
NEW8,,
NEW9,,
NEW10,,
OLD1,,"A ""tu(j)ap"" set -- ZJO"
OLD2,,
OLD4,,
OLD5,,
OLD6,,
OLD7,,
OLD8,,
OLD9,,
OLD10,,
OLD11X,,
OLD12,LOAN,
OLD13,LOAN,
OLD14,,
OLD15,,
OLD16X,,
OLD17,,
OLD18,,
OLD19,,
OLD20,,
OLD21,,
OLD22,,
OLD23,LOAN? ,
OLD24,,
SHORT1,,"An ""akɨtã"" set -- ZJO"
SHORT2,,
SHORT3,,
SHORT4,,
SHORT5,,
SHORT6,,
SHORT7,,
SHORT8,,
SHORT10,,
SHORT11,,
SHORT12,,
SHORT13,,"An ""aʔɨk"" set -- ZJO"
SHORT14,,
SHORT15,,
SHORT16,,
SHORT17,,
SHORT18,,
SHORT19,,
LONG1,,
LONG2,,
LONG3,,
LONG4,,
LONG5,,
LONG6,,
LONG7,,
HEAVY1,,
HEAVY2,,
HEAVY3,,
HEAVY4,,
SPICY1,,
SOUR1,,
SOUR2,,
BITTER1,,"An ""ɾoβ"" set -- ZJO"
BITTER2,,
BITTER3,,
SWEET1,,
SWEET2,,
SWEET3,,
SWEET4,,
SWEET5,,
SWEET6,,
SWEET7X,LOAN,
SWEET8,,
SWEET9,"COMPOUND, GEN",
SWEET10,,
TASTY1,,"TASTY1 differs from SWEET1 in that the latter all seem to exhibit a glottal stop and two vowels, whereas the former is monosyllabic"
TASTY1.5,,
TASTY2,,
TASTY3,,
TASTY4,,
TASTY6,,"An ""akũpũ"" set -- ZJO"
TASTY7,,
TASTY8,,
TASTY9,,
TASTY10,,
TASTY11,,
TASTY12,,
TASTY13,,
TASTY14,"COMPOUND,GEN",good + tasty - NCP
ROTTEN1,,"A ""nem"" set -- ZJO"
ROTTEN2,,"An ""uʔum"" set -- ZJO

"
ROTTEN3,,
ROTTEN4,,
ROTTEN6,,
ROTTEN7,,
ROTTEN8,,
ROTTEN9,,
ROTTEN10,,
ROTTEN11,,
ROTTEN12,,
ROTTEN13,,
ROTTEN14,,
ROTTEN15,,
ROTTEN16,,
ROTTEN17,,"A ""yuk"" set -- ZJO"
ROTTEN18,,
ROTTEN19,,"A ""puβ"" set -- ZJO"
ROTTEN20,,
ROTTEN21,,
ROTTEN22,,
ROTTEN23X,,
ROTTEN24X,,
ROTTEN25X,,
ROTTEN26,,
FULL1,,
FULL2,,
FULL3,,
FULL4,"COMPOUND, GEN","A ""ɨnɨ+sem"" compound set -- ZJO"
FULL5,,"A ""sem"" set, unrelated to ""sem"" of LEAVE.FROM -- ZJO"
FULL6,"COMPOUND, GEN","An ""imi+sam"" compound set -- ZJO"
FULL7,,"An ""ɨtaɾo"" set -- ZJO"
FULL8,,
FULL10X,,
FULL12,,
FULL13,,
FULL14,,
FULL15,,
FULL16,,
FULL17,,
FULL18,,
FULL19,,
FULL22X,,
FULL22.5,,
FULL22.75,,
FULL23X,,
FULL24,,
FULL25X,,
HUNGRY1,,
HUNGRY2,,
HUNGRY3,,a 'war' set -- LDM
HUNGRY4,"COMPOUND, GEN","An ""amɨ+asɨ"" ?+PAINFUL compound set -- ZJO"
HUNGRY5,,
HUNGRY6,"COMPLEX, IND",
HUNGRY7,,"a ""(t)ɨʔaɾ"" set -- ZJO"
HUNGRY8X,,
HUNGRY9,"COMPLEX, GEN",liver + bitter. NCP
HUNGRY10,,
HUNGRY11,,
HUNGRY12,,
HUNGRY13,,
HUNGRY14,,
HUNGRY15,,
HUNGRY17X,,
HUNGRY18,"COMPOUND, IND",thing + eat + want - NCP
HUNGRY19,,
HUNGRY20,"COMPOUND, IND",thing+eat compound set - WNS
TIRED1,,"Physically weak, an ""eʔõ"" set -- ZJO"
TIRED2,"COMPOUND, GEN","A ""kaŋ+eʔo"" BONE+TIRED compound set -- ZJO"
TIRED3,,
TIRED4,,"A ""pweɾaj~kweɾaj"" set -- ZJO"
TIRED5,,'Sleepy'
TIRED6,"COMPOUND, GEN",breathe + ? - NCP
TIRED6.5,"COMPOUND, MED","'pytupav' set = to breathe, be alive + to stop -- KCB"
TIRED7,,
TIRED8X,,
TIRED10,,
TIRED11,,
TIRED12,,"An ""isi"" set -- ZJO"
TIRED13,,
TIRED14,,
TIRED15,,
TIRED16X,,
TIRED17,,
TIRED18,,
TIRED19,,
TIRED20X,,
"QUIET, CALM1",,
"QUIET, CALM2",,"An ""iné"" set -- ZJO"
"QUIET, CALM3",,"A ""tʃina"" set -- ZJO"
"QUIET, CALM4",,"A ""kɨɾɨɾĩ"" set -- ZJO"
"QUIET, CALM5",,
"QUIET, CALM6",,
"QUIET, CALM7",,"A ""moβi~moβe"" set -- ZJO"
"QUIET, CALM8",,
"QUIET, CALM9",,
"QUIET, CALM11",,
"QUIET, CALM12",,
"QUIET, CALM16",,
"QUIET, CALM17",,
"QUIET, CALM19",,
"QUIET, CALM20",,
"QUIET, CALM21",,
"QUIET, CALM22",,
"QUIET, CALM23",,
"QUIET, CALM24",,
"QUIET, CALM25",,
"QUIET, CALM26",,
"QUIET, CALM27",,
"QUIET, CALM28",,
"QUIET, CALM29",,
"QUIET, CALM30X",,
"QUIET, CALM31",,
"QUIET, CALM32",,
"QUIET, CALM33",,
"QUIET, CALM34",,
SICK1,,
SICK2,,
SICK3,,
SICK4,,
SICK5,,
SICK7X,,
LAZY1,"COMPLEX, IND","An ""ate+eʔɨm"" ?+PRIV complex set -- ZJO"
LAZY2,,
LAZY3,,
LAZY4,,
LAZY5,,"A ""yakɨ"" set -- ZJO"
LAZY6,,"A ""seriã"" set -- ZJO"
LAZY7,,
LAZY18,,
LAZY9,,
LAZY10,,
LAZY11,,
LAZY12,,
LAZY13,,
LAZY14,,"An ""oʔɨɾõ"" set -- ZJO"
LAZY15,,
LAZY16,,
LAZY17,,
LAZY18,,
LAZY19,,
LAZY20,,
LAZY21,,
LAZY22,,
LAZY23X,,
POOR1,"COMPOUND, GEN","A ""por(e)+aʔɨtsu"" ?+LOVE compound set -- ZJO"
POOR2,,
POOR3,,
POOR4,,
POOR5,,
POOR6X,,maybe a borrowing. ask Sergio. - NCP
POOR7,,
POOR8,,
POOR9,,
POOR10X,,possibly more cognates missing. Tupinamba for sure. Xed for now. - NCP
POOR11X,,
POOR12X,,"there are missing cognates here, definetely Tupinamba, probably others too. cognate set Xed - NCP"
POOR13,,
DRUNK1,,
DRUNK2,"COMPLEX, GEN",
DRUNK3,,
DRUNK4,,
DRUNK6,,
DRUNK7,,
DRUNK8,,
DRUNK9,,
NAKED1,,
NAKED2,,
NAKED3,,
NAKED4,,
NAKED5,,
NAKED6,,
NAKED11,,
NAKED12,,
NAKED13,,
NAKED14,,
NAKED15,"COMPLEX, GEN",
NAKED16,,
ANGRY1,,"A ""poʃɨ"" set -- ZJO"
ANGRY2,,"A ""moʔɨɾõ"" set -- ZJO"
ANGRY3,,
ANGRY4X,,
ANGRY5,,
ANGRY6,,
ANGRY8,,
ANGRY9,,
ANGRY10,,
ANGRY11,,
