ID,Language_ID,Phonemic,Phonetic,Orthographic,Variants,Form_Comment,Source,Procedural_Comment,Procedural_Comment_Concept,Concept_ID
teko1_sloth1_1,teko1,,,<aʔɨ>,,(paresseux),teko1{1},,,sloth1
urubu_kaapor1_sloth1_1,urubu_kaapor1,/aʔɨˈhu/,,,,(bicho-preguiça),urubu_kaapor1{1},,,sloth1
urubu_kaapor1_sloth1_2,urubu_kaapor1,,,<a'yhu>,,"(a preguiça, animal)",urubu_kaapor1{6: 186},,,sloth1
guaja1_sloth1_1,guaja1,,[a'ʔɨɐ],,,(preguiça),guaja1{4},,,sloth1
aweti1_sloth1_1,aweti1,,,<o'apéwãn>,,,aweti1{8},,,sloth1
satere_mawe1_sloth1_1,satere_mawe1,No value,No value,No value,,No value,satere_mawe1No value,,,sloth1
ache1_tapir1_1,ache1,/bɾewi/,[bɾe.'wi],,,(tapir),ache1{4},,,tapir1
ache1_tapir1_2,ache1,,,<brevi>,,,ache1{3},,,tapir1
paraguayan_guarani1_tapir1_1,paraguayan_guarani1,,,<mborevi>,,,paraguayan_guarani1{1},Keep: <tapii>,,tapir1
paraguayan_guarani1_tapir1_2,paraguayan_guarani1,,,<tapii>,,"(tapir, anta)",paraguayan_guarani1{3},Keep: <tapii>,,tapir1
kaiwa1_tapir1_1,kaiwa1,,[mbɔɾeˈwɨ],,,,kaiwa1{1},,,tapir1
mbya_guarani1_tapir1_1,mbya_guarani1,,,<tapi'i>,,,mbya_guarani1{1},,,tapir1
chiripa1_tapir1_1,chiripa1,,[ᵐborɛ'vi],,,,chiripa1{1},,,tapir1
xeta1_tapir1_1,xeta1,,[ti'ɾaɡoj],,,,xeta1{1},,,tapir1
tapiete1_tapir1_1,tapiete1,,[mbɨɾéβi],<mbɨrewi>,,,tapiete1{1},,,tapir1
eastern_bolivian_guarani1_tapir1_1,eastern_bolivian_guarani1,No value,No value,No value,,No value,eastern_bolivian_guarani1No value,,,tapir1
guarayu1_tapir1_1,guarayu1,,,<mbaembiaruzu>,,(der Tapir),guarayu1{2},,,tapir1
siriono1_tapir1_1,siriono1,,,<eãcuãtoi>,,(tapir),siriono1{1},,,tapir1
siriono1_tapir1_2,siriono1,,[eãkã́toɨ̯],,,(anta),siriono1{2},,,tapir1
yuqui1_tapir1_1,yuqui1,,,<aribi>,,(anta),yuqui1{2},,,tapir1
jora1_tapir1_1,jora1,,,<ngitíd>,,(Tapir),jora1{2:151},,,tapir1
jora1_tapir1_2,jora1,,,<ngitid>,,(Tapir),jora1{2: 154},,,tapir1
jora1_tapir1_3,jora1,,,<ngui-tit>,,(tapir),jora1{3: 191},,,tapir1
warazu1_tapir1_1,warazu1,,,<tapɨ́ʔɨ>,,,warazu1{9},,,tapir1
omagua1_tapir1_1,omagua1,/tapiɾa/,,,,,omagua1{1},,,tapir1
cocama_cocamilla1_tapir1_1,cocama_cocamilla1,,,<tapira>,,(sachavaca),cocama_cocamilla1{1},,,tapir1
tupinamba1_tapir1_1,tupinamba1,,,<tapiíra>,,,tupinamba1{1},,,tapir1
tapirape1_tapir1_1,tapirape1,,,<tãpi'ir>,,,tapirape1{1},,,tapir1
tocantins_asurini1_tapir1_1,tocantins_asurini1,,,<tapi'ira>,,,tocantins_asurini1{1},,,tapir1
parakana1_tapir1_1,parakana1,,,<tapi'ir>,,,parakana1{1},,,tapir1
canoeiro1_tapir1_1,canoeiro1,,,<tapiʔir>,,,canoeiro1{1},,,tapir1
tembe1_tapir1_1,tembe1,,,<tapi'ir>,,,tembe1{1},,,tapir1
guajajara1_tapir1_1,guajajara1,,,<tapi'ir>,,(anta),guajajara1{1},,,tapir1
turiwara1_tapir1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,tapir1
anambe1_tapir1_1,anambe1,,,<tapi'i>,,,anambe1{1},,,tapir1
arawete1_tapir1_1,arawete1,,,<tapɨʔɨ>,,,arawete1{1},,,tapir1
xingu_asurini1_tapir1_1,xingu_asurini1,,,<tapi'ira>,,,xingu_asurini1{2},,,tapir1
kayabi1_tapir1_1,kayabi1,,,<tapi'ir>,,,kayabi1{1},,,tapir1
kayabi1_tapir1_2,kayabi1,/ tapi'it/,[tapi'ira],,,,kayabi1{2},,,tapir1
apiaka1_tapir1_1,apiaka1,,[tapi'ʔiɾa],,,,apiaka1{1},,,tapir1
apiaka1_tapir1_2,apiaka1,/tapi'ʔiɾa/,,,,,apiaka1{1},,,tapir1
parintintin1_tapir1_1,parintintin1,,,<tapi'ir>,,,parintintin1{1},,,tapir1
kamayura1_tapir1_1,kamayura1,,,<tapi'it>,,,kamayura1{1},,,tapir1
teko1_tapir1_1,teko1,,,<baipuli>,,"(probably a borrowing from Carib, according to Rose (pers. comm.))",teko1{1},keep tapi?ir,,tapir1
teko1_tapir1_2,teko1,/tapiʔiɾ/,,,,(tapir),teko1{11},keep tapi?ir,,tapir1
urubu_kaapor1_tapir1_1,urubu_kaapor1,,,<tapiʔir>,,,urubu_kaapor1{1},,,tapir1
urubu_kaapor1_tapir1_2,urubu_kaapor1,,,<tapi'ir>,,,urubu_kaapor1{6: 16},,,tapir1
guaja1_tapir1_1,guaja1,,,<tapi'ír>,,,guaja1{2},,,tapir1
guaja1_tapir1_2,guaja1,,,<tapi'í>,,,guaja1{2},,,tapir1
aweti1_tapir1_1,aweti1,,,<tapiʼit>,,,aweti1{8},,,tapir1
satere_mawe1_tapir1_1,satere_mawe1,/we:wato/,,,,,satere_mawe1{4},,,tapir1
paraguayan_guarani1_jaguar1_1,paraguayan_guarani1,,,<jaguarete>,,,paraguayan_guarani1{Guasch1962:545},,,jaguar1
kaiwa1_jaguar1_1,kaiwa1,,,<ŋaŋwaɾete>,,,kaiwa1{1},,,jaguar1
mbya_guarani1_jaguar1_1,mbya_guarani1,,,<xivi>,,,mbya_guarani1{1},,,jaguar1
chiripa1_jaguar1_1,chiripa1,,,<ɲagʷa(re'te)>,,,chiripa1{1},,,jaguar1
xeta1_jaguar1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,,jaguar1
tapiete1_jaguar1_1,tapiete1,,[dʒáwa],<yawa>,,(tiger),tapiete1{1},,,jaguar1
eastern_bolivian_guarani1_jaguar1_1,eastern_bolivian_guarani1,No value,No value,No value,,No value,eastern_bolivian_guarani1No value,,,jaguar1
guarayu1_jaguar1_1,guarayu1,/'jaɡʷaɾ/,,,,,guarayu1{1},,,jaguar1
siriono1_jaguar1_1,siriono1,,,<nyacua>,,(tigre),siriono1{1},,,jaguar1
siriono1_jaguar1_2,siriono1,,[n͡ʤáka],,,(tigre),siriono1{2},,,jaguar1
yuqui1_jaguar1_1,yuqui1,,,<yagua>,,(tigre),yuqui1{1: 298},,,jaguar1
jora1_jaguar1_1,jora1,,,<džát>,,(Jaguar),jora1{2:151},,,jaguar1
jora1_jaguar1_2,jora1,,,<dát>,,(Jaguar),jora1{2:151},,,jaguar1
jora1_jaguar1_3,jora1,,,<džakwa>,,(Jaguar),jora1{2: 154},,,jaguar1
jora1_jaguar1_4,jora1,,,<džát>,,(Jaguar),jora1{2: 154},,,jaguar1
jora1_jaguar1_5,jora1,,,<dja-gwa>,,(jaguar),jora1{3: 191},,,jaguar1
jora1_jaguar1_6,jora1,,,<yaka>,,,jora1{4},,,jaguar1
warazu1_jaguar1_1,warazu1,,,<ðáwa>,,,warazu1{9},,,jaguar1
omagua1_jaguar1_1,omagua1,/yawaɾawasu/,,,,,omagua1{1},,,jaguar1
cocama_cocamilla1_jaguar1_1,cocama_cocamilla1,,,<yawaɾa>,,,cocama_cocamilla1{1},,,jaguar1
cocama_cocamilla1_jaguar1_2,cocama_cocamilla1,,,<zawaɾapana>,,(KLL tigre negro),cocama_cocamilla1{2},,,jaguar1
tupinamba1_jaguar1_1,tupinamba1,,,<jaguara>,,,tupinamba1{1},,,jaguar1
tapirape1_jaguar1_1,tapirape1,,,<xãwãroo>,,,tapirape1{1},,,jaguar1
tocantins_asurini1_jaguar1_1,tocantins_asurini1,,,<sáwara>,,,tocantins_asurini1{1},,,jaguar1
tocantins_asurini1_jaguar1_2,tocantins_asurini1,,,<sa'wát>,,,tocantins_asurini1{3},,,jaguar1
parakana1_jaguar1_1,parakana1,,,<xawar>,,(cachorro; onça),parakana1{1},,,jaguar1
canoeiro1_jaguar1_1,canoeiro1,,,<jawaʁa>,,,canoeiro1{1},,,jaguar1
tembe1_jaguar1_1,tembe1,,,<$zawar$-uhu>,,,tembe1{1},,,jaguar1
guajajara1_jaguar1_1,guajajara1,,,<zàwàruhu>,,(onça pintada (espécie de mamifero carnívoro)),guajajara1{1},,,jaguar1
turiwara1_jaguar1_1,turiwara1,,,<jawára>,,(onça),turiwara1{1},,,jaguar1
anambe1_jaguar1_1,anambe1,/jawã/,,,,,anambe1{1},,,jaguar1
arawete1_jaguar1_1,arawete1,/ja/,,,,,arawete1{1},,,jaguar1
arawete1_jaguar1_2,arawete1,,[ˈɲã],,,,arawete1{1},,,jaguar1
xingu_asurini1_jaguar1_1,xingu_asurini1,,,<djawara>,,,xingu_asurini1{2},,,jaguar1
kayabi1_jaguar1_1,kayabi1,,,<miara>,,,kayabi1{1},,,jaguar1
kayabi1_jaguar1_2,kayabi1,/miara/,,,,"(onça, gato)",kayabi1{2},,,jaguar1
apiaka1_jaguar1_1,apiaka1,,[sa'waɾa],,,,apiaka1{1},,,jaguar1
apiaka1_jaguar1_2,apiaka1,/sa'wáɾa/,,,,,apiaka1{1},,,jaguar1
parintintin1_jaguar1_1,parintintin1,,,<ja'gwar>,,,parintintin1{1},,,jaguar1
kamayura1_jaguar1_1,kamayura1,,,<jawat>,,,kamayura1{1},Keep: <jawat>,,jaguar1
kamayura1_jaguar1_2,kamayura1,,,<awaratsing>,,(tigre),kamayura1{11},Keep: <jawat>,,jaguar1
wayampi1_jaguar1_1,wayampi1,/yawa1/,,,,,wayampi1{1},,,jaguar1
teko1_jaguar1_1,teko1,,,<zawapinim>,,(according to  it means léopard),teko1{11},,,jaguar1
teko1_jaguar1_2,teko1,,,<dzawapinim>,,,teko1{3},,,jaguar1
teko1_jaguar1_3,teko1,/zawaɾ/,,,,"(jaguar, chien)",teko1{11},,,jaguar1
urubu_kaapor1_jaguar1_1,urubu_kaapor1,,,<jaŋwate>,,,urubu_kaapor1{1},,,jaguar1
urubu_kaapor1_jaguar1_2,urubu_kaapor1,,,<jangwate>,,,urubu_kaapor1{6: 16},,,jaguar1
urubu_kaapor1_jaguar1_3,urubu_kaapor1,,,<jawarete>,,(onça-verdadeira),urubu_kaapor1{6: 16},,,jaguar1
guaja1_jaguar1_1,guaja1,,,<jawár>,,,guaja1{2},,,jaguar1
aweti1_jaguar1_1,aweti1,/tawat/,,,,,aweti1{5},,,jaguar1
satere_mawe1_jaguar1_1,satere_mawe1,,,<awyato>,,(panthère),satere_mawe1{2},,,jaguar1
satere_mawe1_jaguar1_2,satere_mawe1,/awɨato/,,,,(jaguar),satere_mawe1{4},,,jaguar1
siriono1_jaguar2_1,siriono1,,[m͡bae áɾa],,,(el pintado),siriono1{2},,,jaguar2
yuqui1_jaguar2_1,yuqui1,,,<eresaarĩ>,,(another name for tiger),yuqui1{2},,,jaguar2
yuqui1_jaguar2_2,yuqui1,,,<eurete>,,(another name for tiger (full of boros)),yuqui1{2},,,jaguar2
yuqui1_jaguar2_3,yuqui1,,,<quiarebusẽda>,,(yagua (another name for tiger)),yuqui1{2},,,jaguar2
warazu1_jaguar2_1,warazu1,,,<dəwə́-r-u>,,,warazu1{9},,,jaguar2
warazu1_jaguar2_2,warazu1,,,<ðawa-pírə>,,,warazu1{9},,,jaguar2
warazu1_jaguar2_3,warazu1,,,<ðawa-pɨ́ɲɨ>,,,warazu1{9},,,jaguar2
warazu1_jaguar2_4,warazu1,,,<marakáða>,,(wild or domestic cat),warazu1{9},,,jaguar2
cocama_cocamilla1_jaguar2_1,cocama_cocamilla1,,,<aɨmanda>,,(KLL otorongo),cocama_cocamilla1{2},,,jaguar2
cocama_cocamilla1_jaguar2_2,cocama_cocamilla1,,,<maɾakaja>,,(KLL tigrillo),cocama_cocamilla1{2},,,jaguar2
cocama_cocamilla1_jaguar2_3,cocama_cocamilla1,,,<maɾakaya>,,,cocama_cocamilla1{6},,,jaguar2
tocantins_asurini1_jaguar2_1,tocantins_asurini1,,,<cawaN>,,(animal como cachorro) (SM: this probably means jaguar),tocantins_asurini1{2},,,jaguar2
guajajara1_jaguar2_1,guajajara1,,,<wàhuàràn>,,"(onça vermelha, suçuarana (espécie de mamifero felino))",guajajara1{1},,,jaguar2
guajajara1_jaguar2_2,guajajara1,,,<zawaruhu pinim>,,(onça pintada (espécie de mamifero carnívoro)),guajajara1{1},,,jaguar2
guajajara1_jaguar2_3,guajajara1,,,<zawarun>,,(onça-preta),guajajara1{1},,,jaguar2
kayabi1_jaguar2_1,kayabi1,,,<ja'wapinim>,,(onça pintada),kayabi1{2},,,jaguar2
kayabi1_jaguar2_2,kayabi1,,,<ja'warũn>,,(onça preto),kayabi1{2},,,jaguar2
wayampi1_jaguar2_1,wayampi1,/yawapiyũ/,,,,,wayampi1{1},all of them species specific terms- NCP,,jaguar2
wayampi1_jaguar2_2,wayampi1,/yawatawɛ̃sĩ/,,,,,wayampi1{1},all of them species specific terms- NCP,,jaguar2
teko1_jaguar2_1,teko1,/zawapitaŋ/,,,,(puma),teko1{11},,,jaguar2
ache1_majás1_1,ache1,/bɨwã/,[bɨ.'wã],,,(paca),ache1{4},,,majás1
ache1_majás1_2,ache1,,,<bywa>,,,ache1{3},,,majás1
paraguayan_guarani1_majás1_1,paraguayan_guarani1,,,<páy>,,(paca),paraguayan_guarani1{Guasch1962:667},Keep: <páy>,,majás1
paraguayan_guarani1_majás1_2,paraguayan_guarani1,,,<akutipáy>,,(paca),paraguayan_guarani1{Guasch1962:500},Keep: <páy>,,majás1
kaiwa1_majás1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,,majás1
mbya_guarani1_majás1_1,mbya_guarani1,,,<jaixa>,,,mbya_guarani1{1},,,majás1
chiripa1_majás1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,majás1
xeta1_majás1_1,xeta1,,[tʃɛ̯ ami],,,,xeta1{1},,,majás1
tapiete1_majás1_1,tapiete1,No value,No value,No value,,No value,tapiete1No value,,,majás1
eastern_bolivian_guarani1_majás1_1,eastern_bolivian_guarani1,No value,No value,No value,,No value,eastern_bolivian_guarani1No value,,,majás1
guarayu1_majás1_1,guarayu1,No value,No value,No value,,No value,guarayu1No value,,,majás1
siriono1_majás1_1,siriono1,,,<chɨchɨɨmɨ>,,(paca (jochi pintado)),siriono1{1},,,majás1
siriono1_majás1_2,siriono1,,[t͡s̺ɨt͡s̺ɨ́ːmĩ],,,(jochi pintado),siriono1{2},,,majás1
yuqui1_majás1_1,yuqui1,,,<pa>,,(jochi pintado),yuqui1{2: 203},,,majás1
jora1_majás1_1,jora1,,,<oua>,,(paca),jora1{3: 191},,,majás1
warazu1_majás1_1,warazu1,,,<pái>,~<pói>,,warazu1{9},,,majás1
omagua1_majás1_1,omagua1,/paka/,,,,,omagua1{1},,,majás1
cocama_cocamilla1_majás1_1,cocama_cocamilla1,,,<paka>,,(KLL),cocama_cocamilla1{2},,,majás1
tupinamba1_majás1_1,tupinamba1,,,<paca1>,,,tupinamba1{1},,,majás1
tapirape1_majás1_1,tapirape1,No value,No value,No value,,No value,tapirape1No value,,,majás1
tocantins_asurini1_majás1_1,tocantins_asurini1,,,<karoárohó>,,(III),tocantins_asurini1{3},,,majás1
parakana1_majás1_1,parakana1,,,<karowar>,,,parakana1{1},,,majás1
canoeiro1_majás1_1,canoeiro1,,,<paka>,,,canoeiro1{1},,,majás1
tembe1_majás1_1,tembe1,,,<pak>,,,tembe1{1},,,majás1
guajajara1_majás1_1,guajajara1,,,<pak>,,(paca (mamifero roedor)),guajajara1{1},,,majás1
turiwara1_majás1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,majás1
anambe1_majás1_1,anambe1,,,<kararuhu>,,(paca),anambe1{1},,,majás1
arawete1_majás1_1,arawete1,No value,No value,No value,,No value,arawete1No value,,,majás1
xingu_asurini1_majás1_1,xingu_asurini1,,,<karuaru>,,,xingu_asurini1{2},,,majás1
xingu_asurini1_majás1_2,xingu_asurini1,,,<karoharohu>,,,xingu_asurini1{1},,,majás1
kayabi1_majás1_1,kayabi1,No value,No value,No value,,No value,kayabi1No value,,,majás1
apiaka1_majás1_1,apiaka1,,[kwaɾʊ'jʊɐ],,,,apiaka1{1},,,majás1
parintintin1_majás1_1,parintintin1,,,<karugwaruhu>,,(paca),parintintin1{1},,,majás1
kamayura1_majás1_1,kamayura1,,,<paku>,,,kamayura1{1},,,majás1
wayampi1_majás1_1,wayampi1,/paa/,,,,,wayampi1{1},,,majás1
teko1_majás1_1,teko1,/pag/,,,,(paca),teko1{11},,,majás1
urubu_kaapor1_majás1_1,urubu_kaapor1,/kaˈŋwaɾuˈhu/,,,,(III),urubu_kaapor1{1},,,majás1
urubu_kaapor1_majás1_2,urubu_kaapor1,,,<kangwaruhu>,,,urubu_kaapor1{6: 119},,,majás1
guaja1_majás1_1,guaja1,,,<kararuhú>,,,guaja1{2},,,majás1
aweti1_majás1_1,aweti1,,,<pak>,,,aweti1{8},,,majás1
satere_mawe1_majás1_1,satere_mawe1,/paɨ/,,,,,satere_mawe1{4},,,majás1
ache1_bird1_1,ache1,/kwɨɾa/,[kwɨ.'ɾa],,,"(pájaro, Northem, Yvytyruzu Dialect)",ache1{4},,,bird1
ache1_bird1_2,ache1,/bwɨɾa/,[bwɨ.'ɾa],,,"(pájaro, Southem Dialect)",ache1{4},,,bird1
ache1_bird1_3,ache1,/kuɨra/,,,,,ache1{1},,,bird1
paraguayan_guarani1_bird1_1,paraguayan_guarani1,,,<guyra>,,"(ave, pájaro)",paraguayan_guarani1{Guasch162:520},,,bird1
kaiwa1_bird1_1,kaiwa1,,,<gwɨˈɾa>,,,kaiwa1{1},,,bird1
mbya_guarani1_bird1_1,mbya_guarani1,,,<guyra>,,,mbya_guarani1{1},,,bird1
chiripa1_bird1_1,chiripa1,,,<gʷɨra>,,,chiripa1{1},,,bird1
xeta1_bird1_1,xeta1,/'wɨɾa/,['ŋʷɨɾa],,,,xeta1{1},,,bird1
tapiete1_bird1_1,tapiete1,,[wɨ́ɾa],<wɨra>,,,tapiete1{1},,,bird1
eastern_bolivian_guarani1_bird1_1,eastern_bolivian_guarani1,/wɨra/,,,~/gwɨra/,,eastern_bolivian_guarani1{1},,,bird1
guarayu1_bird1_1,guarayu1,/βɨ̃'ɾãĩ/,,,,,guarayu1{1},,,bird1
guarayu1_bird1_2,guarayu1,,,<guìra>,~<guìraĩ>,(Vogel),guarayu1{2},,,bird1
siriono1_bird1_1,siriono1,,,<nguireɨ̃>,,,siriono1{1},,,bird1
siriono1_bird1_2,siriono1,,[n͡gíɾi],,,(pájaro),siriono1{2},,,bird1
yuqui1_bird1_1,yuqui1,,,<gura>,,,yuqui1{1},,,bird1
jora1_bird1_1,jora1,No value,No value,No value,,No value,jora1No value,,,bird1
warazu1_bird1_1,warazu1,,,<wíra>,,,warazu1{9},,,bird1
omagua1_bird1_1,omagua1,/wɨɾa/,,,,,omagua1{1},,,bird1
cocama_cocamilla1_bird1_1,cocama_cocamilla1,,,<wɨɾa>,,(KLL),cocama_cocamilla1{2},,,bird1
tupinamba1_bird1_1,tupinamba1,,,<güyrá>,,,tupinamba1{1},,,bird1
tapirape1_bird1_1,tapirape1,,,<wyrã>,,,tapirape1{1},,,bird1
tocantins_asurini1_bird1_1,tocantins_asurini1,,,<wýra>,,,tocantins_asurini1{1},,,bird1
tocantins_asurini1_bird1_2,tocantins_asurini1,,,<ⱳɨra>,,,tocantins_asurini1{2},,,bird1
parakana1_bird1_1,parakana1,,,<wyra>,,,parakana1{1},,,bird1
canoeiro1_bird1_1,canoeiro1,,,<wɨɾa>,,,canoeiro1{1},,,bird1
tembe1_bird1_1,tembe1,,,<wĭra>,,,tembe1{1},,,bird1
guajajara1_bird1_1,guajajara1,,,<wyra>,,(pássaro),guajajara1{1},,,bird1
turiwara1_bird1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,bird1
anambe1_bird1_1,anambe1,,,<wyrã>,,,anambe1{1},,,bird1
arawete1_bird1_1,arawete1,No value,No value,No value,,No value,arawete1No value,,,bird1
xingu_asurini1_bird1_1,xingu_asurini1,,,<uyra>,,,xingu_asurini1{2},,,bird1
kayabi1_bird1_1,kayabi1,,,<wyra>,,"(animal, pássaro)",kayabi1{2},,,bird1
apiaka1_bird1_1,apiaka1,No value,No value,No value,,No value,apiaka1No value,,,bird1
parintintin1_bird1_1,parintintin1,,,<gwyra>,,(termo genérico para pássaro ou animal),parintintin1{1},,,bird1
kamayura1_bird1_1,kamayura1,,,<wyra>,,,kamayura1{1},,,bird1
wayampi1_bird1_1,wayampi1,/wɨla1/,,,,,wayampi1{1},,,bird1
teko1_bird1_1,teko1,,,<baʔelaʔɨl>,,,teko1{1},,,bird1
urubu_kaapor1_bird1_1,urubu_kaapor1,/maˈʔe- wɨˈɾa/,,,,(III),urubu_kaapor1{1},,,bird1
urubu_kaapor1_bird1_2,urubu_kaapor1,,,<wyra>,,,urubu_kaapor1{6: 54},,,bird1
guaja1_bird1_1,guaja1,No value,No value,No value,,No value,guaja1No value,,,bird1
aweti1_bird1_1,aweti1,,,<kara'yput>,,"(ave, geral)",aweti1{2},,,bird1
satere_mawe1_bird1_1,satere_mawe1,,,<weita>,,,satere_mawe1{2},,,bird1
ache1_bird2_1,ache1,/uru/,,,,(fowl),ache1{1},,,bird2
siriono1_bird2_1,siriono1,,[jei],,,(pato negro Cairina moschata),siriono1{2},,,bird2
siriono1_bird2_2,siriono1,,[isókõ],,,(cuajo grande Tigrisoma lineatum),siriono1{2},,,bird2
siriono1_bird2_3,siriono1,,[úɾu],,,(burgo Alectoris rufa),siriono1{2},,,bird2
siriono1_bird2_4,siriono1,,[siɾáku],,,(taracoé Aramides cajaneus),siriono1{2},,,bird2
siriono1_bird2_5,siriono1,,[n͡ʤuɾus̺ɨ kʷasu],,,"(paloma, torcasa)",siriono1{2},,,bird2
siriono1_bird2_6,siriono1,,[m͡bitṍ],,,(mutún Crax fasciolata),siriono1{2},,,bird2
yuqui1_bird2_1,yuqui1,,,<ayã>,,(cattle-rustler bird),yuqui1{2},,,bird2
yuqui1_bird2_2,yuqui1,,,<ericuayõ>,,"(bird with divided tail, med.-sized)",yuqui1{2},,,bird2
yuqui1_bird2_3,yuqui1,,,<isoquio>,,(brown water bird with long neck),yuqui1{2},,,bird2
yuqui1_bird2_4,yuqui1,,,<pupuya>,~<puipuiya>,(small white bird),yuqui1{2},,,bird2
yuqui1_bird2_5,yuqui1,,,<sequiui>,,(bird),yuqui1{2},,,bird2
yuqui1_bird2_6,yuqui1,,,<seraquiũũ>,,(medium-sized long-billed bird),yuqui1{2},,,bird2
yuqui1_bird2_7,yuqui1,,,<sesacuarõ>,,(hawk type of bird),yuqui1{2},,,bird2
yuqui1_bird2_8,yuqui1,,,<tãbita>,,(a bird (woodpecker)),yuqui1{2},,,bird2
yuqui1_bird2_9,yuqui1,,,<teguatoru>,~<teguatõdu>,(bluish black bird with top notch like a mutun),yuqui1{2},,,bird2
yuqui1_bird2_10,yuqui1,,,<tiquiru>,,(med.-sized black bird with long blue beak),yuqui1{2},,,bird2
yuqui1_bird2_11,yuqui1,,,<tiriya>,,(medium-sized bird with red and top notch of feathers brownish gray),yuqui1{2},,,bird2
yuqui1_bird2_12,yuqui1,,,<ururu>,,"(a bird (similar to perdiz, smaller))",yuqui1{2},,,bird2
yuqui1_bird2_13,yuqui1,,,<yeruchi guasu>,,(a bird),yuqui1{2},,,bird2
yuqui1_bird2_14,yuqui1,,,<yetachiguasu>,,(large white bird),yuqui1{2},,,bird2
yuqui1_bird2_15,yuqui1,,,<yakiu>,,(pava),yuqui1{1: 298},,,bird2
jora1_bird2_1,jora1,,,<džáku>,,(Waldhuhn),jora1{2:152},,,bird2
jora1_bird2_2,jora1,,,<džaku>,,(Waldhuhn),jora1{2: 154},,,bird2
jora1_bird2_3,jora1,,,<dja-kou>,,"(jacou pénélope, sorte de faisan)",jora1{3: 191},,,bird2
jora1_bird2_4,jora1,,,<gidžidži>,,"(Ente, duck)",jora1{2:152},,,bird2
jora1_bird2_5,jora1,,,<ie>,,(Ente),jora1{2: 154},,,bird2
jora1_bird2_6,jora1,,,<i-e>,,(Ente),jora1{2: 154},,,bird2
jora1_bird2_7,jora1,,,<didiwáta>,,(Huhn),jora1{2:152},,,bird2
jora1_bird2_8,jora1,,,<kwaikwai>,,,jora1{4},,,bird2
jora1_bird2_9,jora1,,,<tiúši>,,"(Strauß, ñandu)",jora1{2:152},,,bird2
jora1_bird2_10,jora1,,,<mita>,,(Mutum),jora1{2: 154},,,bird2
jora1_bird2_11,jora1,,,<mita>,,(hocco (mutum)),jora1{3: 191},,,bird2
jora1_bird2_12,jora1,,,<dúri>,,(Zwergpapagei),jora1{2:152},,,bird2
warazu1_bird2_1,warazu1,,,<ðáku>,,(guan (bird sp.)),warazu1{9},,,bird2
omagua1_bird2_1,omagua1,/yawasati/,,,,(gavilán),omagua1{1},,,bird2
parintintin1_bird2_1,parintintin1,,,<nhapihunuhũ>,,"(pássaro preto, semelhante ao pássaro japi'iuhu, com a exceção de que ele não imita a fala deste e o seu ninho é comprido)",parintintin1{1},,,bird2
kamayura1_bird2_1,kamayura1,,,<jatawatsi>,,(martim-pescador),kamayura1{11},,,bird2
wayampi1_bird2_1,wayampi1,/wanãwanã/,,,,(oiseau de mer),wayampi1{1},,,bird2
ache1_ant1_1,ache1,/tabiu/,,,,,ache1{1},,,ant1
paraguayan_guarani1_ant1_1,paraguayan_guarani1,,,<tahýi>,,(hormiga),paraguayan_guarani1{Guarsch1962:712},,,ant1
kaiwa1_ant1_1,kaiwa1,,,<tahɨɲ>,,,kaiwa1{1},,,ant1
mbya_guarani1_ant1_1,mbya_guarani1,,,<tay>,,,mbya_guarani1{1},,,ant1
chiripa1_ant1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,ant1
xeta1_ant1_1,xeta1,,[ara'ra],,,,xeta1{1},,,ant1
tapiete1_ant1_1,tapiete1,,[tásɨ],<tasɨ>,,,tapiete1{1},,,ant1
eastern_bolivian_guarani1_ant1_1,eastern_bolivian_guarani1,/tasɨ/,,,~/tahɨ/,,eastern_bolivian_guarani1{1},,,ant1
guarayu1_ant1_1,guarayu1,/'tatsɨ/,,,,,guarayu1{1},,,ant1
siriono1_ant1_1,siriono1,,,<tasi>,,,siriono1{1},,,ant1
siriono1_ant1_2,siriono1,,[t̪ási],,,(hormiga),siriono1{2},,,ant1
yuqui1_ant1_1,yuqui1,,,<tachi>,,(hormiga),yuqui1{1: 295},,,ant1
jora1_ant1_1,jora1,,,<kwší>,,(Ameise),jora1{2:152},,,ant1
warazu1_ant1_1,warazu1,,,<táhi>,,(ant sp.),warazu1{9},,,ant1
omagua1_ant1_1,omagua1,/sasɨwa/,,,,,omagua1{1},,,ant1
cocama_cocamilla1_ant1_1,cocama_cocamilla1,,,<tsatsɨwa>,,,cocama_cocamilla1{1},,,ant1
tupinamba1_ant1_1,tupinamba1,,,<tassyba>,,,tupinamba1{1},,,ant1
tapirape1_ant1_1,tapirape1,,,<tãyp>,,,tapirape1{2},,,ant1
tocantins_asurini1_ant1_1,tocantins_asurini1,,,<sásia>,,,tocantins_asurini1{1},,,ant1
parakana1_ant1_1,parakana1,,,<kapia'i>,,,parakana1{1},,,ant1
canoeiro1_ant1_1,canoeiro1,,,<tukaŋ>,,,canoeiro1{1},,,ant1
